,p_1,p_2
3367,"[356.792, 140.144, 338.55, 172.744, 312.453, 172.818, 298.071, 215.905, 315.036, 255.026, 362.053, 171.485, 371.141, 211.911, 369.809, 244.598, 328.049, 264.121, 318.982, 318.97, 315.067, 372.493, 359.375, 261.516, 350.248, 318.942, 349.005, 369.887, 349.032, 134.913, 355.495, 132.335, 330.741, 140.156, 0, 0]","[559.073, 141.446, 578.743, 180.587, 557.775, 172.813, 548.697, 214.532, 536.912, 211.915, 600.857, 183.281, 598.259, 235.391, 573.464, 268.084, 538.281, 268.055, 529.135, 329.428, 526.538, 381.668, 570.879, 275.855, 569.631, 338.557, 566.924, 395.951, 559.059, 138.807, 564.325, 137.533, 0, 0, 581.28, 140.188]"
3368,"[355.526, 140.111, 338.553, 172.732, 313.727, 172.782, 298.063, 217.144, 315.042, 255.029, 362.044, 171.496, 371.129, 211.936, 369.814, 244.603, 328.05, 264.126, 318.97, 318.98, 315.061, 372.501, 359.371, 261.522, 350.243, 318.943, 348.99, 369.882, 349.015, 133.623, 355.495, 132.305, 330.754, 140.145, 0, 0]","[559.079, 141.503, 578.743, 180.62, 557.761, 172.847, 548.661, 214.599, 536.959, 209.334, 600.869, 184.514, 598.292, 235.456, 573.452, 268.099, 538.28, 266.796, 529.138, 329.384, 526.538, 381.66, 572.146, 275.856, 569.625, 338.591, 566.905, 395.968, 557.847, 138.873, 564.355, 138.818, 0, 0, 581.327, 140.212]"
3369,"[355.511, 140.101, 338.552, 172.738, 313.721, 172.791, 298.06, 217.146, 315.038, 255.029, 362.049, 171.498, 371.134, 211.931, 369.815, 244.604, 328.045, 264.123, 318.966, 318.98, 315.059, 372.506, 359.372, 261.524, 350.253, 318.959, 348.993, 369.884, 349.003, 133.611, 355.494, 132.298, 330.732, 140.141, 0, 0]","[559.08, 141.505, 578.746, 180.621, 557.763, 172.848, 548.67, 214.602, 536.96, 209.34, 600.871, 184.515, 598.289, 235.461, 572.196, 268.1, 538.287, 266.793, 529.151, 329.371, 526.539, 381.654, 572.152, 275.854, 569.626, 338.576, 566.906, 395.959, 557.839, 138.872, 564.359, 138.824, 0, 0, 581.328, 141.4]"
3370,"[355.524, 140.106, 338.554, 172.735, 313.728, 172.785, 298.062, 217.146, 315.039, 255.034, 362.047, 171.496, 371.135, 211.922, 369.819, 244.595, 328.056, 264.124, 318.968, 318.983, 315.062, 372.501, 359.381, 261.516, 350.252, 318.943, 348.994, 369.878, 349.012, 133.617, 355.504, 132.3, 330.739, 140.144, 0, 0]","[559.085, 141.478, 578.743, 180.618, 557.76, 172.844, 548.659, 214.589, 536.964, 209.332, 600.868, 184.519, 598.289, 235.451, 572.198, 268.099, 538.28, 266.801, 530.391, 329.391, 526.539, 381.656, 572.144, 275.86, 569.631, 338.573, 566.904, 395.964, 557.859, 138.839, 565.613, 138.805, 0, 0, 581.333, 141.408]"
3371,"[355.521, 140.115, 338.557, 172.727, 313.738, 172.771, 298.064, 217.139, 315.032, 255.029, 362.047, 171.496, 371.138, 211.919, 369.821, 244.591, 328.04, 262.859, 318.967, 318.957, 315.061, 372.5, 359.37, 260.233, 350.256, 318.933, 348.992, 369.875, 349.01, 133.628, 355.5, 132.312, 330.741, 140.146, 0, 0]","[559.081, 141.488, 578.749, 180.608, 557.769, 172.835, 548.679, 214.568, 536.951, 210.602, 600.872, 184.513, 598.295, 235.45, 573.449, 268.089, 538.28, 266.791, 530.397, 329.378, 526.538, 381.654, 570.908, 275.856, 569.622, 338.559, 566.913, 395.956, 557.847, 138.853, 564.353, 138.807, 0, 0, 581.326, 141.4]"
3372,"[355.518, 140.123, 338.556, 172.729, 313.737, 172.772, 298.062, 217.141, 315.039, 255.028, 362.047, 171.498, 371.127, 211.924, 369.809, 244.588, 328.056, 264.115, 318.977, 318.975, 315.06, 372.5, 359.381, 260.247, 350.251, 318.94, 348.991, 369.877, 349.012, 133.637, 355.498, 132.321, 330.748, 140.148, 0, 0]","[559.093, 141.465, 578.745, 180.597, 557.765, 172.829, 548.689, 214.568, 536.96, 209.331, 600.868, 183.288, 598.294, 235.443, 573.451, 268.095, 538.291, 266.792, 530.399, 329.382, 526.54, 381.657, 572.151, 275.852, 570.843, 338.573, 566.913, 395.958, 557.866, 138.818, 565.617, 137.56, 0, 0, 581.324, 140.204]"
3373,"[355.519, 140.118, 338.557, 171.535, 313.733, 172.763, 298.067, 215.907, 315.034, 255.023, 362.045, 171.494, 371.131, 211.923, 369.809, 244.596, 328.044, 262.859, 318.976, 318.959, 315.057, 372.499, 359.373, 260.237, 350.253, 318.932, 348.99, 369.873, 349.011, 133.631, 355.496, 132.315, 330.749, 140.146, 0, 0]","[559.099, 141.483, 578.752, 180.606, 557.776, 172.84, 548.692, 214.566, 536.973, 209.303, 600.87, 184.509, 598.292, 235.446, 573.459, 268.091, 539.527, 266.79, 530.406, 329.384, 526.54, 381.654, 572.171, 275.849, 569.624, 338.568, 566.914, 395.958, 559.066, 138.859, 565.621, 138.798, 0, 0, 581.317, 140.201]"
3374,"[355.497, 140.134, 338.559, 171.534, 313.739, 172.761, 298.066, 215.903, 315.032, 255.023, 362.046, 171.495, 371.131, 211.924, 369.81, 244.597, 328.049, 262.858, 318.977, 318.954, 315.059, 372.498, 359.373, 260.238, 350.256, 318.926, 348.991, 369.872, 349.001, 133.651, 354.23, 132.336, 330.74, 140.143, 0, 0]","[559.109, 141.474, 578.749, 180.601, 557.759, 172.818, 548.698, 214.538, 536.968, 209.303, 600.882, 184.517, 599.506, 235.454, 573.451, 268.104, 538.303, 266.786, 530.408, 329.379, 526.539, 381.654, 572.165, 275.845, 569.624, 338.559, 566.918, 395.951, 559.087, 138.849, 565.623, 137.565, 0, 0, 581.325, 140.197]"
3375,"[355.491, 140.142, 338.562, 171.532, 313.739, 172.759, 298.068, 217.137, 315.033, 255.023, 362.052, 171.493, 371.131, 211.928, 369.81, 244.602, 328.055, 262.857, 318.977, 318.958, 315.062, 372.498, 359.377, 260.233, 350.251, 318.925, 348.991, 369.874, 348.997, 134.911, 354.225, 132.346, 330.74, 140.144, 0, 0]","[559.101, 141.478, 578.751, 180.599, 557.76, 172.816, 548.699, 214.534, 536.981, 208.027, 600.888, 184.516, 599.508, 235.47, 572.196, 269.35, 539.514, 266.786, 530.413, 329.385, 526.539, 381.656, 572.169, 275.852, 569.632, 338.565, 566.92, 395.947, 557.863, 138.837, 565.622, 138.794, 0, 0, 581.334, 140.204]"
3376,"[355.509, 140.132, 338.564, 171.532, 313.74, 172.761, 298.072, 217.141, 315.034, 255.023, 362.055, 171.492, 371.129, 211.924, 369.809, 244.596, 328.055, 262.86, 318.975, 318.962, 315.058, 372.501, 359.379, 260.239, 350.252, 318.929, 348.99, 369.874, 349.006, 133.651, 355.492, 132.331, 330.745, 140.146, 0, 0]","[559.093, 141.464, 578.746, 180.582, 557.761, 172.807, 548.696, 214.547, 536.95, 209.343, 600.878, 183.294, 599.506, 235.491, 573.449, 269.36, 539.52, 266.796, 530.406, 329.415, 526.542, 381.661, 572.175, 275.855, 569.623, 338.561, 566.921, 395.958, 559.074, 138.844, 565.619, 137.55, 0, 0, 581.322, 140.197]"
3377,"[355.506, 140.104, 338.563, 171.531, 313.74, 172.759, 298.073, 217.139, 315.033, 255.024, 362.052, 171.491, 371.13, 211.927, 369.808, 244.606, 328.055, 262.857, 318.974, 318.96, 315.059, 372.5, 359.381, 260.235, 350.253, 318.927, 348.99, 369.874, 348.999, 133.615, 355.493, 132.304, 330.737, 140.147, 0, 0]","[559.096, 141.46, 578.746, 180.583, 557.755, 172.815, 548.686, 214.562, 536.956, 209.343, 600.883, 183.288, 599.512, 235.492, 573.454, 269.357, 539.515, 268.042, 530.4, 329.417, 526.535, 381.66, 572.17, 275.86, 569.623, 338.568, 566.919, 395.962, 559.087, 138.822, 565.621, 137.549, 0, 0, 581.315, 140.195]"
3378,"[355.498, 140.1, 338.564, 171.533, 313.738, 172.761, 298.073, 217.14, 315.033, 255.024, 362.055, 171.492, 371.127, 211.932, 369.81, 244.605, 328.053, 262.858, 318.974, 318.96, 315.059, 372.499, 359.381, 260.235, 350.255, 318.926, 348.989, 369.873, 348.99, 133.609, 355.497, 132.3, 330.718, 140.143, 0, 0]","[559.082, 141.454, 578.746, 180.585, 557.752, 172.822, 548.689, 214.568, 536.954, 209.335, 600.885, 183.283, 599.511, 235.492, 573.451, 269.354, 539.532, 268.04, 530.405, 329.416, 526.537, 381.658, 572.183, 275.856, 569.625, 338.571, 566.918, 395.961, 557.86, 138.807, 565.609, 137.536, 0, 0, 581.322, 140.191]"
3379,"[355.501, 140.104, 338.563, 171.533, 313.734, 172.76, 298.072, 217.138, 315.033, 255.022, 362.057, 171.493, 371.126, 211.928, 369.812, 244.607, 328.053, 262.857, 318.975, 318.959, 315.058, 372.502, 359.381, 260.234, 350.256, 318.925, 348.989, 369.874, 348.991, 133.611, 355.492, 132.306, 330.719, 140.149, 0, 0]","[559.089, 141.453, 578.748, 180.585, 557.754, 172.821, 548.691, 214.583, 536.956, 209.342, 600.885, 183.285, 599.509, 235.495, 573.451, 269.348, 539.532, 268.048, 530.402, 329.431, 526.535, 381.661, 572.18, 275.864, 569.623, 338.589, 566.914, 395.975, 559.084, 138.815, 565.617, 137.536, 0, 0, 581.333, 140.188]"
3380,"[352.929, 140.153, 338.548, 172.769, 312.415, 172.837, 298.082, 217.168, 315.064, 255.04, 362.081, 171.514, 371.125, 211.953, 369.838, 244.606, 328.052, 264.12, 318.97, 318.962, 315.069, 372.498, 359.386, 260.246, 350.254, 318.931, 348.994, 369.885, 348.932, 134.914, 354.195, 132.353, 329.452, 140.149, 0, 0]","[559.088, 141.408, 578.744, 180.577, 557.746, 172.82, 548.67, 215.848, 536.973, 209.329, 600.878, 183.273, 599.51, 235.45, 573.496, 268.098, 539.577, 268.052, 531.684, 329.396, 526.531, 381.674, 572.185, 275.854, 569.626, 338.59, 566.917, 394.694, 559.06, 134.942, 565.622, 136.225, 0, 0, 581.344, 140.153]"
3381,"[352.927, 140.148, 338.549, 172.778, 312.417, 172.85, 298.082, 217.17, 315.064, 255.04, 362.085, 171.517, 371.132, 211.944, 369.835, 244.61, 328.054, 264.121, 318.971, 318.957, 315.062, 372.498, 359.387, 260.247, 350.256, 318.931, 348.992, 369.884, 348.931, 133.655, 354.192, 132.346, 329.45, 140.151, 0, 0]","[559.091, 141.408, 578.742, 180.579, 557.739, 172.818, 548.673, 215.842, 536.974, 209.331, 600.88, 183.276, 599.51, 235.45, 574.752, 268.095, 539.575, 268.053, 530.433, 329.405, 526.534, 381.673, 572.18, 275.858, 569.625, 338.585, 566.915, 395.949, 559.067, 134.944, 565.625, 136.223, 0, 0, 581.346, 140.155]"
3382,"[354.221, 140.15, 338.549, 172.761, 312.418, 172.817, 298.085, 217.157, 315.061, 255.036, 362.08, 171.515, 371.125, 211.953, 369.827, 245.833, 328.045, 264.125, 318.965, 318.967, 315.061, 372.486, 359.373, 261.525, 350.256, 318.955, 348.995, 369.886, 348.957, 133.658, 355.495, 132.342, 329.462, 140.148, 0, 0]","[559.094, 140.212, 578.744, 180.578, 557.738, 172.814, 548.673, 214.6, 536.981, 209.331, 600.882, 183.279, 599.51, 235.456, 573.496, 268.104, 539.574, 268.047, 530.436, 329.414, 526.534, 381.67, 572.19, 275.853, 570.838, 338.595, 566.924, 394.697, 559.07, 134.929, 565.628, 136.212, 0, 0, 581.341, 140.154]"
3383,"[354.217, 140.15, 338.553, 172.754, 312.419, 172.802, 298.087, 217.157, 315.058, 255.039, 362.083, 171.515, 371.126, 211.945, 369.827, 245.831, 328.045, 264.122, 318.963, 318.97, 315.062, 372.486, 359.368, 261.527, 350.25, 318.955, 348.993, 369.887, 348.958, 133.657, 355.489, 132.343, 329.463, 140.143, 0, 0]","[559.093, 141.4, 578.747, 180.578, 557.742, 172.811, 548.679, 214.602, 538.183, 209.314, 600.884, 183.284, 599.511, 235.457, 573.492, 268.105, 539.583, 268.049, 530.434, 329.419, 526.536, 381.671, 573.455, 275.85, 570.839, 338.592, 566.922, 394.695, 559.081, 134.943, 565.627, 136.222, 0, 0, 581.338, 140.164]"
3384,"[355.485, 140.145, 338.556, 172.751, 312.431, 172.797, 298.085, 217.157, 315.063, 255.043, 362.082, 171.513, 371.126, 211.951, 369.831, 245.835, 328.055, 264.13, 318.967, 318.981, 315.064, 372.49, 359.375, 261.532, 350.258, 318.96, 348.995, 369.886, 348.97, 133.65, 355.496, 132.342, 329.471, 140.141, 0, 0]","[559.094, 140.21, 578.742, 180.573, 557.741, 172.812, 548.652, 214.6, 536.88, 254.96, 600.879, 183.275, 599.515, 235.448, 574.754, 268.103, 539.559, 268.043, 530.431, 329.43, 526.536, 381.674, 572.189, 275.854, 569.624, 338.58, 566.921, 394.696, 559.065, 134.935, 565.63, 136.215, 0, 0, 581.354, 140.162]"
3385,"[354.203, 140.166, 338.554, 172.749, 312.434, 172.796, 298.086, 217.155, 315.058, 255.036, 362.075, 171.511, 371.136, 211.944, 369.841, 244.615, 328.04, 264.111, 318.962, 318.961, 315.061, 372.488, 359.362, 261.518, 350.252, 318.951, 348.996, 369.89, 348.954, 134.927, 354.213, 132.37, 329.471, 140.141, 0, 0]","[559.097, 140.208, 578.745, 180.573, 557.742, 172.81, 548.648, 214.596, 536.878, 253.701, 600.882, 183.278, 599.512, 235.458, 573.49, 268.115, 539.555, 268.043, 530.426, 329.437, 526.535, 381.676, 572.196, 275.856, 569.624, 338.59, 566.915, 395.949, 557.871, 133.67, 565.63, 136.215, 0, 0, 581.345, 140.161]"
3386,"[354.198, 140.163, 338.552, 172.748, 312.434, 172.796, 298.086, 217.155, 315.06, 255.041, 362.072, 171.51, 371.129, 211.944, 369.831, 244.615, 328.039, 264.112, 318.964, 318.96, 315.061, 372.477, 359.361, 261.517, 350.251, 318.95, 348.997, 369.889, 348.952, 134.923, 354.203, 132.37, 329.471, 140.138, 0, 0]","[559.094, 140.211, 578.751, 180.587, 557.751, 172.826, 548.646, 215.84, 536.873, 253.71, 600.882, 183.284, 599.51, 235.467, 573.487, 268.11, 539.558, 266.807, 530.422, 329.387, 526.541, 381.67, 572.19, 275.853, 569.623, 338.567, 566.913, 394.69, 559.066, 134.945, 565.632, 136.228, 0, 0, 581.333, 140.178]"
3387,"[354.204, 140.161, 338.555, 172.755, 312.438, 172.806, 298.086, 217.158, 315.059, 255.04, 362.076, 171.513, 371.13, 211.95, 369.832, 245.827, 328.039, 264.112, 318.962, 318.962, 315.061, 372.476, 359.363, 261.517, 350.248, 318.954, 348.997, 369.888, 348.955, 134.921, 354.209, 132.368, 329.474, 140.141, 0, 0]","[559.091, 140.212, 579.941, 180.582, 557.753, 172.822, 548.655, 214.598, 536.878, 253.689, 600.883, 183.28, 599.513, 235.441, 574.772, 268.087, 539.564, 268.04, 530.429, 329.4, 526.54, 381.666, 572.18, 275.852, 569.621, 338.558, 566.923, 394.689, 559.064, 134.933, 565.628, 136.22, 0, 0, 581.341, 140.167]"
3388,"[354.2, 140.167, 338.551, 172.749, 312.426, 172.797, 298.087, 217.161, 315.067, 255.049, 362.074, 171.509, 371.134, 211.945, 369.828, 245.834, 328.055, 264.123, 318.966, 318.975, 315.064, 372.482, 359.376, 261.518, 350.253, 318.953, 348.998, 369.887, 348.955, 134.929, 354.202, 133.607, 329.475, 140.139, 0, 0]","[559.088, 140.211, 579.942, 180.583, 557.753, 172.82, 548.661, 214.603, 536.885, 253.698, 600.887, 183.283, 599.514, 235.448, 574.764, 268.092, 539.579, 266.805, 530.421, 329.41, 526.54, 381.669, 572.188, 275.85, 569.612, 338.547, 566.927, 394.676, 557.862, 134.94, 565.622, 136.218, 0, 0, 581.346, 140.164]"
3389,"[354.208, 140.168, 338.551, 172.749, 312.426, 172.797, 298.089, 217.169, 315.068, 255.051, 362.073, 171.509, 371.132, 211.944, 369.825, 245.837, 328.058, 264.129, 318.974, 318.982, 315.065, 372.482, 359.382, 261.524, 350.255, 318.958, 348.997, 369.89, 348.961, 134.931, 354.206, 132.373, 330.683, 140.142, 0, 0]","[559.079, 141.399, 578.751, 180.588, 557.748, 172.829, 548.652, 215.84, 536.898, 253.716, 600.881, 183.284, 599.529, 235.469, 574.795, 268.106, 539.573, 268.043, 530.416, 329.413, 526.539, 381.666, 572.186, 275.852, 569.626, 338.539, 566.927, 394.666, 557.847, 134.951, 565.617, 136.22, 0, 0, 581.351, 140.168]"
3390,"[354.208, 140.165, 338.548, 172.749, 312.426, 172.797, 298.086, 217.164, 315.069, 255.049, 362.07, 171.509, 371.131, 211.946, 369.826, 245.836, 328.06, 264.128, 318.974, 318.982, 315.065, 372.481, 359.383, 261.524, 350.255, 318.957, 348.998, 369.889, 348.961, 134.929, 354.205, 132.369, 329.477, 140.139, 0, 0]","[559.084, 141.4, 579.939, 180.59, 557.746, 172.831, 548.642, 214.601, 536.898, 253.714, 600.886, 183.285, 599.519, 235.481, 574.784, 268.117, 539.574, 268.049, 530.422, 329.401, 526.538, 381.667, 572.184, 275.861, 570.859, 338.54, 566.922, 394.672, 557.854, 134.949, 565.622, 136.224, 0, 0, 581.347, 140.167]"
3391,"[354.208, 140.164, 338.547, 172.748, 312.422, 172.797, 298.086, 217.164, 315.069, 255.048, 362.068, 171.507, 371.13, 211.945, 369.827, 245.833, 328.056, 264.131, 318.972, 318.981, 315.064, 372.482, 359.38, 261.527, 350.255, 318.962, 348.999, 369.891, 348.962, 134.926, 354.2, 132.368, 330.683, 140.142, 0, 0]","[559.084, 141.405, 579.947, 180.582, 557.755, 172.821, 548.631, 215.84, 536.895, 253.702, 600.897, 183.279, 599.532, 236.717, 574.791, 269.364, 539.578, 266.805, 530.42, 329.395, 526.54, 381.666, 572.171, 275.847, 570.86, 338.534, 566.922, 394.677, 557.847, 134.959, 565.621, 136.227, 0, 0, 581.345, 140.166]"
3392,"[356.78, 140.154, 338.549, 172.747, 312.427, 172.809, 298.089, 217.163, 315.047, 255.02, 362.06, 171.496, 371.134, 211.943, 369.841, 244.605, 328.036, 264.126, 318.965, 318.973, 316.306, 372.491, 359.362, 261.532, 350.238, 318.96, 348.994, 369.874, 349.006, 134.916, 355.504, 132.346, 330.705, 140.159, 0, 0]","[559.086, 141.42, 579.952, 180.579, 557.783, 172.825, 548.699, 218.477, 536.906, 255.003, 600.894, 183.281, 599.541, 235.494, 576.068, 268.118, 539.584, 266.806, 530.405, 329.438, 526.535, 381.684, 572.196, 274.608, 570.882, 338.576, 566.922, 395.981, 557.862, 136.233, 565.638, 136.251, 0, 0, 582.596, 140.177]"
3393,"[355.52, 140.156, 338.548, 172.746, 312.428, 172.808, 298.093, 217.163, 315.044, 255.019, 362.058, 171.497, 371.134, 211.926, 369.837, 244.598, 328.032, 264.11, 318.972, 318.965, 316.308, 372.489, 359.363, 260.252, 350.243, 318.949, 348.993, 369.87, 349.002, 134.915, 355.495, 132.347, 330.706, 140.154, 0, 0]","[559.083, 141.421, 579.95, 180.577, 557.78, 172.819, 548.709, 218.455, 536.91, 254.979, 600.888, 183.283, 599.548, 235.477, 576.081, 269.354, 539.582, 268.046, 530.403, 329.443, 526.537, 381.683, 572.186, 275.851, 570.885, 338.578, 566.929, 395.981, 557.858, 136.221, 565.636, 136.253, 0, 0, 582.596, 140.177]"
3394,"[356.786, 140.16, 338.55, 172.74, 312.43, 172.796, 298.096, 217.158, 315.045, 255.019, 362.059, 171.497, 371.139, 211.928, 369.836, 244.602, 328.033, 264.109, 318.973, 318.965, 316.306, 372.491, 359.363, 260.252, 350.243, 318.949, 348.994, 369.87, 349.013, 134.923, 355.509, 132.347, 330.709, 140.157, 0, 0]","[559.076, 141.418, 579.961, 180.58, 557.784, 172.813, 548.677, 218.474, 536.902, 255.009, 600.903, 183.291, 599.565, 235.468, 577.34, 268.115, 539.573, 268.04, 530.409, 329.44, 526.534, 381.68, 572.173, 275.856, 570.892, 338.585, 566.926, 395.974, 557.849, 136.244, 565.635, 136.244, 0, 0, 582.603, 140.186]"
3395,"[356.793, 140.164, 338.551, 172.739, 312.433, 172.793, 298.097, 217.159, 315.044, 255.02, 362.06, 171.496, 371.137, 211.934, 369.844, 244.605, 328.034, 264.109, 318.97, 318.97, 316.307, 372.49, 359.366, 260.251, 350.241, 318.957, 348.993, 369.872, 349.018, 134.931, 355.513, 132.351, 330.712, 140.158, 0, 0]","[559.098, 141.441, 579.969, 180.601, 557.796, 172.838, 548.688, 219.785, 536.921, 255.035, 600.916, 184.505, 599.568, 235.462, 577.34, 269.356, 539.587, 268.072, 530.402, 329.445, 526.535, 381.681, 572.188, 275.883, 570.9, 339.8, 566.922, 395.98, 559.057, 137.531, 566.896, 137.517, 0, 0, 583.919, 140.184]"
3396,"[356.792, 140.166, 338.552, 172.738, 312.437, 172.791, 298.103, 217.173, 315.043, 255.031, 362.06, 171.496, 371.135, 211.939, 369.837, 244.606, 328.035, 264.106, 318.97, 318.969, 316.306, 372.488, 359.364, 260.249, 350.24, 318.953, 348.992, 369.873, 349.016, 134.931, 355.513, 132.355, 330.711, 140.158, 0, 0]","[559.09, 141.432, 579.969, 180.59, 557.794, 172.821, 548.695, 219.779, 536.924, 255.035, 600.912, 184.507, 599.576, 235.466, 577.34, 269.347, 540.829, 268.062, 530.397, 329.415, 526.535, 381.674, 573.452, 275.872, 570.906, 338.572, 566.942, 394.693, 557.867, 136.259, 565.654, 136.259, 0, 0, 583.909, 140.177]"
3397,"[356.78, 140.163, 338.551, 172.74, 312.437, 172.791, 298.096, 217.151, 315.043, 255.029, 362.058, 171.499, 371.13, 211.939, 369.837, 244.604, 328.036, 264.105, 318.971, 318.968, 316.306, 372.486, 359.363, 260.247, 350.241, 318.953, 348.992, 369.872, 349.011, 134.926, 355.506, 132.356, 330.707, 140.155, 0, 0]","[559.082, 141.433, 579.968, 180.588, 557.791, 172.826, 548.695, 219.788, 536.926, 255.021, 600.912, 183.292, 599.581, 235.45, 577.345, 269.345, 540.83, 268.058, 530.403, 329.413, 526.533, 381.673, 573.45, 275.869, 570.914, 338.56, 566.942, 394.693, 557.863, 137.515, 565.641, 136.258, 0, 0, 583.909, 140.18]"
3398,"[356.78, 140.163, 338.551, 172.74, 312.437, 172.791, 298.096, 217.151, 315.04, 255.029, 362.058, 171.5, 371.131, 211.933, 369.833, 244.605, 328.035, 264.104, 318.97, 318.968, 316.305, 372.484, 359.362, 260.248, 350.241, 318.952, 348.993, 369.872, 349.011, 134.926, 355.505, 132.356, 330.708, 140.155, 0, 0]","[559.087, 141.455, 579.965, 180.606, 557.784, 172.843, 548.676, 221.094, 536.929, 255.012, 600.914, 184.51, 599.581, 235.475, 577.346, 269.349, 540.829, 268.064, 530.404, 329.403, 526.537, 381.669, 572.193, 275.875, 572.145, 338.57, 566.94, 394.695, 557.85, 137.539, 566.897, 137.518, 0, 0, 585.204, 140.178]"
3399,"[356.781, 140.166, 338.552, 172.741, 312.437, 172.794, 298.101, 217.166, 315.039, 255.031, 362.059, 171.499, 371.137, 211.93, 369.84, 244.607, 328.035, 264.105, 318.97, 318.964, 316.305, 372.485, 359.365, 260.248, 350.241, 318.951, 348.996, 369.869, 349.012, 134.929, 355.504, 132.359, 330.708, 140.155, 0, 0]","[559.099, 141.465, 579.958, 180.604, 557.766, 172.84, 548.647, 221.056, 536.918, 254.984, 600.915, 184.509, 599.583, 235.483, 577.353, 269.349, 540.836, 268.069, 530.393, 329.411, 526.538, 381.671, 573.457, 275.88, 572.15, 338.572, 566.94, 394.689, 557.861, 137.561, 566.9, 137.529, 0, 0, 585.202, 140.177]"
3400,"[356.782, 140.164, 338.552, 172.739, 312.435, 172.79, 298.102, 217.159, 315.041, 255.033, 362.06, 171.499, 371.132, 211.932, 369.849, 244.611, 328.041, 264.104, 318.975, 318.962, 316.306, 372.486, 359.373, 260.243, 350.243, 318.94, 348.995, 369.865, 349.013, 134.927, 355.504, 132.357, 330.708, 140.155, 0, 0]","[559.104, 141.461, 579.96, 180.593, 557.769, 172.834, 548.651, 221.055, 536.917, 254.99, 600.917, 183.29, 599.584, 235.478, 577.356, 269.353, 540.827, 268.068, 530.397, 329.44, 526.536, 381.675, 573.458, 275.88, 572.145, 338.581, 566.936, 394.696, 557.868, 137.552, 566.909, 137.528, 0, 0, 585.202, 140.172]"
